-1.852893631997500457e+00,8.348871057026023834e-01,-1.359965669742060623e-01,8.133840445486679727e-01,6.811844424533024522e-01
-1.179424333202361508e+00,1.386564874076147147e+00,1.022403412615160878e+00,6.398945377382365685e-01,4.509591185018104742e-01
-1.904865523460489207e+00,-8.489305340178725512e-01,1.741772803055301466e-01,-1.295726821786019389e+00,1.238852883080104661e+00
-6.049673131466928311e-01,1.358903717669375233e+00,-2.899914682381533604e-01,-1.678247118506553059e+00,5.404739482994587174e-01
8.216104637231513852e-01,1.099869203047608712e+00,-2.177345724117123460e+00,-2.186302511333799714e+00,-1.775947022739146064e-01
-1.334085988047315929e+00,-2.161694792291040557e+00,-2.194356645988078114e-01,1.543826283819271339e+00,1.576308430263015481e+00
7.003223934313851373e-01,1.493996103382322360e-02,-1.101621823619083118e+00,9.627992585002049797e-01,1.726346306660425434e+00
8.569134475995101585e-01,1.922877035253172107e+00,-1.107487180514960645e+00,-5.003954709874716134e-01,6.057168033934967610e-01
-5.388717134170148970e-01,8.855498333177478365e-01,-9.913316188660692418e-01,2.148948616305037973e+00,2.191683236246779742e-01
1.104022396668413286e+00,-2.777125132843494271e-01,-6.592939552901180278e-01,-1.043494336633935093e+00,1.927507227863939576e+00
2.982875716433822100e-01,7.196210761772752207e-01,-1.325288127778500025e+00,6.571153527954635143e-01,7.028842252279181579e-01
4.885709365094843548e-01,1.700975862952727624e+00,-5.411424240387894269e-01,-7.930337676952272652e-01,6.533119999921410681e-01
-1.430395996910889700e+00,7.164527981966826164e-01,1.304165898131466328e-01,-1.060701749082471501e+00,1.044501994052559279e+00
-4.441199328901856980e-03,1.799415860217821628e+00,-1.027534892259429622e+00,1.375069032125591395e+00,-2.094710501488217247e-02
2.475296979604308945e-01,-1.528357623251784148e+00,-1.496659041015355740e-01,-2.094234006881121601e-01,2.954848389862018365e+00
-4.328784678303900790e-01,2.228424863137100864e+00,-3.155610259193739608e-01,-6.936645663872971213e-01,1.083301080082057055e+00
