-1.181113860304058738e+00,1.034050816483614854e+00,-5.051562130158971931e-01,8.491316939121467122e-01,9.631414415339607515e-01
-1.433541927403546801e+00,1.211347607869051046e+00,4.818062318198391702e-01,5.676011978255535162e-01,2.740113581352989769e-01
-1.920539490502231494e+00,-1.116826131179676551e+00,-4.392214690344644623e-01,-7.611226868014364655e-01,1.650000507637212621e+00
-6.727177783622747542e-01,1.014412567326822945e+00,-6.132375767618519768e-01,-1.222489347024299233e+00,8.414513391221377647e-01
6.191055350375580524e-01,1.311790264803296413e+00,-2.305193815520847789e+00,-2.993738770788171522e+00,2.212575637483505386e-01
-1.406674256681211377e+00,-1.958491029327320554e+00,2.164919891097127902e-02,1.039372160598758033e+00,1.776339190985657623e+00
4.499198315179082641e-01,2.692816075891402150e-01,-6.836926298050820527e-01,8.001819044679522319e-01,1.819554829612697766e+00
5.769655884601373463e-01,2.702849788950480558e+00,-1.070327104552684316e+00,-1.161272986595994761e-01,4.336846621510472843e-01
-5.766847806009927080e-01,1.220115476433180302e+00,-1.037301688375682929e+00,2.024299134816178736e+00,1.925187133382020299e-01
1.126210483647312799e+00,-3.825594991393010957e-02,-4.044877006945624132e-01,-1.417262238756409332e+00,2.084769205615643273e+00
2.744422551257481024e-01,6.477802426705772110e-01,-1.165311233172785288e+00,6.786694051670263406e-01,9.725400334784182199e-01
6.685740231328418659e-01,1.988759034583972962e+00,-4.719361567111872713e-01,-1.150032129294221495e+00,7.306998013891989885e-01
-1.685440500247632478e+00,5.240355415891092550e-01,-2.205773437094595835e-01,-1.164982683633988936e+00,9.747381597029676215e-01
1.302238481033182183e-01,2.483036779857347831e+00,-1.030391777575383028e+00,1.695082395425840716e+00,-9.322009526635000043e-02
4.644931491870152307e-01,-1.474645913287581322e+00,-5.646040389262689807e-01,-6.588826630181809918e-02,3.026605637730394704e+00
-7.961534574271666997e-01,1.946163153325775497e+00,-1.780762118021659290e-01,-7.243648157604001270e-01,1.367403345070046683e+00
1.556449070253388633e+00,7.153632755379171204e-01,-1.148378577801756562e+00,7.009089173550919760e-01,1.517414849113893016e+00
-1.338232604099080625e+00,5.917687891477162454e-01,-1.021520423585998483e+00,9.988669159073866322e-01,5.066235724185330636e-02
-6.555189029274139934e-01,8.492455872644613102e-01,-8.820767161778819698e-02,1.004254066441750748e+00,6.701824332209813662e-01
-3.081570172944787522e-01,-1.120459205880317555e+00,3.656982705941116407e-01,-1.269043672778507048e+00,2.925021198762774333e+00
-8.119031924903650221e-01,1.155193659748682544e-01,-1.862573557934298130e+00,1.515911287078273439e-01,-2.380043585484292734e-01
-5.217982437405055407e-01,1.805116055276246634e+00,-5.429748932013602758e-01,1.323290479721407564e+00,3.268983827958713562e-01
5.178790205030510130e-01,1.739939743571404129e+00,-6.254938927718693975e-01,2.209331350464291965e-01,2.396460728445921617e-01
6.772592934955357080e-01,1.375286385295667380e+00,-4.008900150019010233e-01,7.111416793450067164e-01,1.001483002984967285e+00
-8.212687621042020769e-01,4.692216306414092042e-01,-1.256825093984592856e+00,2.243039036628801386e-01,4.999141110533342758e-01
-1.269120637108277494e-01,1.575885155196727450e+00,-2.639978364840651626e-01,-1.146397511621957577e+00,8.856309938058233300e-01
-1.349675894693842304e+00,1.630474187364500782e+00,1.131125686250628926e+00,1.026773562987843835e-01,1.355253893794444053e+00
-3.554932171443703215e-02,1.840398529957174012e-01,-2.242059051618236154e+00,6.556501557489011756e-01,9.909596353573479899e-01
-9.306413608332215759e-01,3.057540005165249042e-01,-1.223027344678973449e+00,-2.159191505004658396e-01,-2.745221835360602824e-01
-9.003050098496263587e-01,1.275406912174859242e+00,1.798261007352941476e-01,5.975650240281651371e-01,1.029053013320064380e+00
-3.288907337688051769e-03,-8.230824599599397828e-01,9.049096978084816278e-01,2.099648651214084616e+00,1.802404514190114604e+00
5.876245654394862683e-01,2.078564121286642363e-01,-2.366313170291827195e-01,4.785850757989273951e-01,1.345363561127556284e+00
