1.620770341969549833e+00,1.955011010664170046e+00,-2.017899659321392480e+00,-6.016799339607958874e-02,2.844186691489225538e-03
8.240998246168931285e-01,1.255487813772830474e+00,-1.859691006410275627e-01,-1.798331436988269694e-01,2.094416474265834882e+00
3.317115140397870476e-01,3.947142368525755618e-01,-1.707569496594262271e+00,-1.538914031252740955e+00,3.500737984166404360e-01
3.140335743796596191e-02,-6.424222433885740102e-02,-1.228683971425283072e+00,1.956890799123605307e+00,1.389220447486614329e+00
-7.436072860623463843e-01,7.206165435430094135e-01,-9.006607760232709925e-01,4.524558477664993861e-01,9.116450837246197203e-01
-1.386760633397939202e+00,6.959906540981204426e-01,-1.238898019070533651e+00,3.665557463337467681e-01,1.750915764933708374e+00
-9.331346465787182520e-02,-3.304701943910470785e-01,-1.779787786432205587e+00,5.699132092210410505e-01,1.298838096123757335e+00
-2.996602612338858940e-01,1.246150375538127575e+00,-8.289510637492532030e-01,-8.630092623878782288e-02,1.770131985820640574e+00
-7.259442398337854208e-01,-7.785277895473573517e-01,-6.678596123009720165e-01,-1.294993861521128498e+00,1.918846954615041511e+00
-1.209757475788496794e+00,9.034364315505625243e-01,-2.934542941598294874e-01,1.303648864913931060e+00,2.042957090302003564e+00
-9.334546724084198388e-01,6.952336420258697913e-01,-1.441337624104544135e+00,7.708938932595281734e-01,1.765756632685727467e+00
-4.672058462229508602e-01,1.375442868784227723e+00,-1.023132893849668656e+00,8.779712643122639104e-01,1.226961166556033378e+00
-1.281756053614933055e+00,4.044411391080902085e-01,-2.282308923888142438e+00,-1.909190450941586015e+00,3.374948323347184420e-01
-1.571912026244102201e+00,1.325532089042021466e+00,-1.531916331009366417e+00,1.630749398074542889e+00,7.474639246947090143e-02
-1.581830698668069024e+00,5.138787023571032009e-01,9.648808787041076585e-01,-4.840718135720553095e-01,3.234430524235012427e+00
-1.957514476871920206e-01,-1.082150348282215901e-01,-2.468520167337749704e+00,-1.461822186364464704e+00,-3.260665902571038277e-01
-1.589038422902738557e+00,8.716567035233218075e-01,-2.397303921999768939e+00,1.174300527402303285e-01,1.423247889778895381e+00
2.009145674145707439e+00,1.708723794426061593e+00,1.267681649568404012e-01,6.042003800373051403e-01,1.197850146458389498e+00
-9.551225158683297467e-01,1.961152313250927204e+00,-9.524571736253013565e-01,-1.161388189399966686e+00,1.341509561383995575e+00
-2.515667891631768516e+00,6.364105544911371481e-01,2.397404363103869396e-01,1.317175750432420522e-01,1.340714908331327226e+00
-3.029315150882417873e-01,2.419666334609887226e+00,-1.260769085463409933e+00,1.377692928464890054e-01,-2.251653803006004040e+00
6.547648492202751136e-01,2.266949429971291785e+00,6.876569839864736799e-01,-7.458999238577271873e-01,1.086776257118162947e+00
2.676486325208622397e-01,1.923277704101258090e+00,-1.711117893046790073e+00,9.579113394198539577e-01,1.177808804645987362e+00
-6.320070807524192924e-01,3.278303935952560533e+00,-1.485629013220486794e+00,1.021593797545083060e+00,-2.942382878888414766e+00
-3.198319540477421175e-01,4.248372461457125548e-01,-1.344455804190721304e+00,-1.746180709743418991e-01,1.738496327473019853e+00
2.339447076300480988e-01,7.377303472659366701e-01,-1.020672202897131786e+00,1.129997556311553630e+00,1.847171149830336478e+00
-1.747327450726317011e+00,1.323776242212812093e+00,-4.313010224226125899e-01,3.586303912259038995e-01,2.124424396457031960e+00
-3.054030301838944195e-01,2.114411167745194220e+00,1.266981502546415950e-01,3.092752898256478922e-01,1.407697798030628444e+00
-4.425306650290679045e-01,1.696314134652052275e+00,4.102682242163601112e-01,-2.093673003510287955e-02,2.808625138168574953e+00
